Review,Size,Comfort,Features,star_rating
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,"['6', '7', '8', '9', '10', '11']","Padded synthetic leather strap
Moulded footbed for soft comfort with one8 insignia
one8 branding
Firm EVA outsole for grip and durability",,NA
NA,"['6', '7', '8', '9', '10', '11']","Padded synthetic leather strap
Moulded footbed for soft comfort with one8 insignia
one8 branding
Firm EVA outsole for grip and durability",,NA
NA,['9'],"Ergonomic strap provides optimal fit
one8 insignia at the footbed and strap adds an uber cool look
Rubber Outsole gives great grip & traction",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,['7'],"Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,"['7', '8', '9']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper offer durability
EVA outsole for lightweight feel & grip",,NA
NA,"['6', '7', '8', '9']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,['6'],"Heel type: Flat
Shoe width: Regular fit
Synthetic upper offer durability
EVA outsole for lightweight feel & grip",,NA
NA,"['6', '7']","Heel type: Flat
Shoe width: Regular fit
Synthetic upper
EVA outsole",,NA
NA,"['6', '8', '9']","PU strap for durability
Shoe width: Regular fit
EVA outsole for lightweight
PUMA cat logo on the strap",,NA
NA,['6'],"PU strap for durability
Shoe width: Regular fit
EVA outsole for lightweight
PUMA cat logo on the strap",,NA
NA,"['8', '9']","Synthetic upper
EVA outsole
Shoe width: Regular fit
Heel type: Flat",,NA
NA,"['6', '7', '11']","PU strap for durability
Shoe width: Regular fit
EVA outsole for lightweight
PUMA cat logo on the strap",,NA
NA,['7'],"Synthetic leather sole and strap
EVA outsole for lightweight
PUMA cat logo on the sole
PUMA cat logo on the strap",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
PUMA wordmark on the footbed
Synthetic upper
Ergonomic strap
EVA infused midsole for lightweight
Textures outsole for grip
PUMA No.2 logo at strap",,NA
NA,"['6', '7']","Synthetic upper
EVA outsole",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA Formstrip on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA Formstrip on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
Low boot
PUMA Wordmark at the pull tab
PUMA Formstrip on lateral side
Slip on",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
Low boot
PUMA Wordmark at the pull tab
PUMA Formstrip on lateral side
Slip on",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
Low boot
PUMA Wordmark at the pull tab
PUMA Formstrip on lateral side
Slip on",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA Formstrip on lateral side
PUMA cat logo branding",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA Formstrip on lateral side
PUMA cat logo branding",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA Formstrip on lateral side
PUMA cat logo branding",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA cat logo on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA cat logo on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA outsole
PUMA cat logo on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']",SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Low boot
Slip-on upper construction
SoftFoam+ sockliner for cushioning and comfort
Textile upper
Zoned rubber outsole
PUMA Formstrip on lateral side
PUMA wordmark branding",NA
NA,"['6', '7', '8', '9', '10', '11']",SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Low boot
Slip-on upper construction
SoftFoam+ sockliner for cushioning and comfort
Textile upper
Zoned rubber outsole
PUMA Formstrip on lateral side
PUMA wordmark branding",NA
NA,"['6', '7', '8', '9', '10', '11']","Low boot
Textile upper
Lace closure
EVA outsole
Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 12 mm
Shoe pronation: Neutral
Ideal for road and treadmill running
PUMA Formstrip on lateral side",,NA
NA,"['6', '7', '8', '9', '10', '11']","Low boot
Textile upper
Lace closure
EVA outsole
Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 12 mm
Shoe pronation: Neutral
Ideal for road and treadmill running
PUMA Formstrip on lateral side",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA midsole
Rubber outsole
PUMA Wordmark at tongue
PUMA Cat logo at heel
PUMA Formstrip on lateral and medial sides
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA midsole
Rubber outsole
PUMA Wordmark at tongue
PUMA Cat logo at heel
PUMA Formstrip on lateral and medial sides
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Textile upper provides breathability
Low boot construction with lace closure for optimal fit
PUMA wordmark branding
PUMA Formstrip on lateral side
Rubber outsole for traction
Ideal for road & treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Textile upper provides breathability
Low boot construction with lace closure for optimal fit
PUMA wordmark branding
PUMA Formstrip on lateral side
Rubber outsole for traction
Ideal for road & treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low boot
Lace closure
Textile upper
Rubber outsole
PUMA cat logo at tongue
PUMA Formstrip on lateral side",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low boot
Lace closure
Textile upper
Rubber outsole
PUMA cat logo at tongue
PUMA Formstrip on lateral side",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low boot
Lace closure
Textile upper
Rubber outsole
PUMA cat logo at tongue
PUMA Formstrip on lateral side",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Lace closure
Textile upper
Rubber outsole for traction
PUMA Wordmark at quarter
PUMA Cat logo at tongue
PUMA Formstrip on lateral side
Ideal for road & treadmill running
Built for a running distance of upto 800 km",,NA
NA,"['6', '7', '8', '9', '10', '11']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Textile upper
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Lace closure
Low boot
SOFTRIDE foam midsole
Zoned rubber outsole
PUMA Formstrip on lateral side
Ideal for road and treadmill running",NA
NA,"['3', '4', '5', '6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
Low boot
PUMA Cat logo at heel
PUMA Wordmark at the pull tab
Slip on",,NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Textile upper
EVA midsole
Rubber outsole
PUMA Wordmark at tongue
PUMA Cat logo at heel
PUMA Formstrip on lateral and medial sides
Ideal for road and treadmill running",,NA
NA,"['7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Lace closure
Textile upper
Zoned rubber outsole for traction
PUMA Wordmark at tongue
PUMA Cat logo at toe box
PUMA Formstrip on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Textile upper
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Lace closure
Low boot
SOFTRIDE foam midsole
Zoned rubber outsole
PUMA Formstrip on lateral side
Ideal for road and treadmill running",NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
Low boot
PUMA Cat logo at heel
PUMA Wordmark at the pull tab
Slip on",,NA
NA,"['6', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Low boot
Lace closure
Textile upper
Zoned rubber outsole for traction
PUMA Wordmark at tongue
PUMA Cat logo at toe box
PUMA Formstrip on lateral side
Ideal for road and treadmill running",,NA
NA,"['6', '7', '8', '9', '10', '11', '12']",Recycled content: The upper of this shoe is made from at least 30% recycled material,"Soft upper combines a lightweight yet durable synthetic with a stretch collar for a comfortable fit
Texturized print details at key contact zones for enhanced ball grip
Dynamic Motion System with an advanced stud configuration is designed for the perfect balance of support, traction, and agility
Suitable for use on both firm natural surfaces and artificial grass (4G)
Regular to wide fit
FG/AG: Firm Ground/Artificial Ground",NA
NA,"['6', '7', '8', '9', '10', '11', '12']",The upper of the shoes is made with at least 20% recycled materials,"Mid-cut boot
FUZIONFIT upper combines a lightweight mesh, stretchy knit and a supporting TAPE, for a snug, supportive fit and freedom of movement
Emboss details at key ball contact zones for enhanced touch and control
Heel padding keeps the heel locked in and comfortable
Dynamic Motion System with an advanced stud configuration is designed for the perfect balance of support, traction, and agility
Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm ground/Artificial ground outsole
Regular to wide fit",NA
NA,"['6', '7', '8', '9', '10', '11', '12']","NITRO™: Advanced technology providing superior responsiveness and cushioning in a lightweight package
PUMAGRIP: Lightweight rubber outsole provides grip for your most powerful toe-off","TPU heel spoiler for stability
Cushioning level: medium
Lace closure
Heel-to-toe drop: 8mm
Pronation level: Neutral",NA
NA,"['6', '7', '8', '9', '10', '11', '12']",NITRO™: Foam technology providing pinnacle responsiveness in an extremely lightweight package,"Plush engineered mesh
TPU heel piece for stability
PUMA x First Mile colourway
Lace closure
PUMA Cat logo on toe and heel",NA
NA,"['6', '7', '8', '9', '10', '11', '12']","NITRO™: Advanced technology providing superior responsiveness and cushioning in a lightweight package
PUMAGRIP: Lightweight rubber outsole provides grip for your most powerful toe-off","TPU heel spoiler for stability
Cushioning level: medium
Lace closure
Heel-to-toe drop: 8mm
Pronation level: Neutral",NA
NA,"['6', '7', '8', '9', '10', '11', '12']","NITRO™: Advanced technology providing superior responsiveness and cushioning in a lightweight package
PUMAGRIP: Lightweight rubber outsole provides grip for your most powerful toe-off","TPU heel spoiler for stability
Cushioning level: medium
Lace closure
Heel-to-toe drop: 8mm
Pronation level: Neutral",NA
NA,"['6', '7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Low boot
Lace closure
Textile upper
Zoned rubber outsole for traction
PUMA Wordmark at tongue
PUMA Cat logo at toe box
Ideal for road & treadmill running",,NA
NA,"['7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Textile upper provides breathability
Low boot construction with lace closure for optimal fit
PUMA Formstrip on lateral side
PUMA wordmark branding
EVA outsole
Ideal for road & treadmill running",,NA
NA,"['7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Textile upper provides breathability
Low boot construction with lace closure for optimal fit
PUMA Formstrip on lateral side
PUMA wordmark branding
EVA outsole
Ideal for road & treadmill running",,NA
NA,"['8', '9', '10', '11']","Heel type: Platform
Heel-to-toe-drop: 0 mm
Shoe width: Regular fit
Shoe pronation: Neutral
Textile upper
EVA outsole
PUMA Formstrip at the lateral side
PUMA cat logo at the tongue
Low boot
Lace closure",,NA
NA,"['7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Low boot
Lace closure
Textile upper
Zoned rubber outsole for traction
PUMA Wordmark at tongue
PUMA Cat logo at toe box
Ideal for road & treadmill running",,NA
NA,"['3', '4', '5', '6', '7']","Textured footbed for comfort with bottom grooves for grip
Adjustable synthetic upper
Softride footbed
Molded EVA outsole
Heel type: Flat
Regular fit
PUMA Cat logo on upper",,NA
NA,"['7', '8', '9', '10', '11']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Textile upper
Low boot
PUMA Cat logo at upper
PUMA Wordmark at the pull tab
Slip on",,NA
NA,['4'],"Gradient print
PUMA Logo on toe and sole
Mono-mold EVA
Slip-on construction
EVA midsole
EVA outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group. www.leatherworkinggroup.com,"Leather quarter panel, vamp and underlays on the eyestay, Formstrip and heel cap
Synthetic back quarter panel and top tongue
Nubuck Formstrip, eyestay and heel cap
Woven PUMA label on top tongue
IMEVA and rubber midsole
IMEVA and rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group. www.leatherworkinggroup.com,"Leather quarter panel, vamp and underlays on the eyestay, Formstrip and heel cap
Synthetic back quarter panel and top tongue
Nubuck Formstrip, eyestay and heel cap
Woven PUMA label on top tongue
IMEVA and rubber midsole
IMEVA and rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Suede base with suede overlays
Suede vamp, eyestay, and heel cap
Micro perforation suede base
Shimmery suede details on Formstrip
EVA midsole
Rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Suede base with suede overlays
Suede vamp, eyestay, and heel cap
Micro perforation suede base
Shimmery suede details on Formstrip
EVA midsole
Rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Synthetic and leather upper
Patent leather vamp and heel cap
Leather Formstrip, quarter panel, tongue and heel overlay
Synthetic quarter panel and eyestay
Perforated vamp and quarter panel details/
Debossed line on vamp
Debossed and tonal printed PUMA branding on tongue
Rubber midsole
Rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Synthetic and leather upper
Patent leather vamp and heel cap
Leather Formstrip, quarter panel, tongue and heel overlay
Synthetic quarter panel and eyestay
Perforated vamp and quarter panel details/
Debossed line on vamp
Debossed and tonal printed PUMA branding on tongue
Rubber midsole
Rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
EVA midsole
Rubber outsole
Synthetic upper
Textile vamp with synthetic overlays
PUMA Formstrip on lateral side
PUMA branding on quarter, heel and tongue label",,NA
NA,"['3', '4', '5', '6', '7', '8']","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
EVA midsole
Rubber outsole
Synthetic upper
Textile vamp with synthetic overlays
PUMA Formstrip on lateral side
PUMA branding on quarter, heel and tongue label",,NA
NA,['8'],"Synthetic quarter panels and eyestay
Leather vamp and underlays on eyestay, Formstrip and heel cap
Suede Formstrip and heel cap
Textile top tongue with woven PUMA label
Mesh bottom tongue with nylon binding
Platform silhouette
IMEVA and rubber midsole
IMEVA and rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Synthetic quarter panels and eyestay
Leather vamp and underlays on eyestay, Formstrip and heel cap
Suede Formstrip and heel cap
Textile top tongue with woven PUMA label
Mesh bottom tongue with nylon binding
Platform silhouette
IMEVA and rubber midsole
IMEVA and rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Synthetic quarter panels and eyestay
Leather vamp and underlays on eyestay, Formstrip and heel cap
Suede Formstrip and heel cap
Textile top tongue with woven PUMA label
Mesh bottom tongue with nylon binding
Platform silhouette
IMEVA and rubber midsole
IMEVA and rubber outsole",,NA
NA,"['3', '5', '7', '8']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8.0 mm
Low-cut boot
Laces
SOFTFOAM+ sockliner
Zoned rubber traction on the outsole",NA
NA,"['3', '4', '5', '6', '7', '8']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8.0 mm
Low-cut boot
Laces
SOFTFOAM+ sockliner
Zoned rubber traction on the outsole",NA
NA,"['3', '4', '5', '7', '8']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8.0 mm
Low-cut boot
Laces
SOFTFOAM+ sockliner
Zoned rubber traction on the outsole",NA
NA,"['3', '3.5', '4', '5', '6', '7', '8']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Suitable for an average distance of upto 500 km
Ideal for Road & Treadmill Running",,NA
NA,"['3', '4', '5', '6', '7']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Suitable for an average distance of upto 500 km
Ideal for Road & Treadmill Running",,NA
NA,"['3', '4', '5']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Suitable for an average distance of upto 500 km
Ideal for Road & Treadmill Running",,NA
NA,"['3', '4', '5', '6', '7', '8']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Synthetic upper
Rubber outsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
PUMA Cat logo on heel
PUMA Wordmark & Cat Logo on tongue",NA
NA,"['3', '4', '5', '6', '7']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Synthetic upper
Rubber outsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
PUMA Cat logo on heel
PUMA Wordmark & Cat Logo on tongue",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Low boot
Mesh and nylon upper with suede overlays
Textile sockliner with printed PUMA branding
IMEVA midsole
Rubber outsole
Lace closure for a snug fit
Textile lining
PUMA Wordmark label at tongue
PUMA Wordmark at lateral side
PUMA Formstrip at medial and lateral sides",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Low boot
Mesh and nylon upper with suede overlays
Textile sockliner with printed PUMA branding
IMEVA midsole
Rubber outsole
Lace closure for a snug fit
Textile lining
PUMA Wordmark label at tongue
PUMA Wordmark at lateral side
PUMA Formstrip at medial and lateral sides",NA
NA,"['3', '6']",NITRO Infused: Enclosed nitrogen-injected foam designed to provide responsiveness and cushioning in a lightweight package,"Synthetic upper
Leather and suede overlays
Lycra® tongue and heel counter
IMEVA midsole
Rubber outsole
PUMA lace jewel
PUMA Cat Logo on the midsole",NA
NA,"['3', '4', '6', '7']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Soft leather upper with mid-cut collar
Rubber midsole
Rubber outsole
PUMA Formstrip on side
PUMA branding on tongue label, upper and heel",NA
NA,"['4', '5']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Mid-boot construction
Leather upper with recycled material
Perforated vamp
Hook-and-loop strap closure for easy on/off
Rubber midsole and outsole
Platform heel with wider vertical lines
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,['7'],"Synthetic base
Synthetic Formstrip
Debossed and printed mini Formstrip on lateral Formstrip",,NA
NA,"['5', '6', '7']","Synthetic base
Synthetic Formstrip
Debossed and printed mini Formstrip on lateral Formstrip",,NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Mesh upper with suede and synthetic overlays
IMEVA midsole
Shock-absorbing Federbein outsole
Lace closure for a snug fit
PUMA Wordmark at tongue and quarter
PUMA Formstrip at lateral sides",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Mesh upper with suede and synthetic overlays
IMEVA midsole
Shock-absorbing Federbein outsole
Lace closure for a snug fit
PUMA Wordmark at tongue and quarter
PUMA Formstrip at lateral sides",NA
NA,"['3', '4', '5', '6', '7', '8']","Textile upper with suede overlays
Synthetic Formstrip with debossed and screen printed lines
RS midsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Textile upper with suede overlays
Synthetic Formstrip with debossed and screen printed lines
RS midsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Textile upper with suede overlays
Synthetic Formstrip with debossed and screen printed lines
RS midsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Textile upper with suede overlays
Synthetic Formstrip with debossed and screen printed lines
RS midsole
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Rubber outsole",,NA
NA,"['3', '6', '7', '8']","Leather upper
Suede overlays
Rubber outsole
PUMA Formstrip on the medial and lateral side
PUMA Cat Logo on the heel",,NA
NA,"['3', '4', '5', '6', '7', '8']","Leather upper
Suede overlays
Rubber outsole
PUMA Formstrip on the medial and lateral side
PUMA Cat Logo on the heel",,NA
NA,"['3', '4', '5', '6', '7', '8']","Leather upper
Suede overlays
Rubber outsole
PUMA Formstrip on the medial and lateral side
PUMA Cat Logo on the heel",,NA
NA,"['3', '4', '5', '6', '7', '8']","Leather upper
Suede overlays
Rubber outsole
PUMA Formstrip on the medial and lateral side
PUMA Cat Logo on the heel",,NA
NA,"['3', '4', '5', '6', '7', '8']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Synthetic upper
PUMA Formstrip on lateral side",,NA
NA,"['3', '4', '5', '6', '7', '8']","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Synthetic upper
PUMA Formstrip on lateral side",,NA
NA,['4'],"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Synthetic upper
Rubber outsole
PUMA Formstrip at the lateral side
PUMA Wordmark & cat logo at the tongue
Low boot
Lace closure",,NA
NA,['7'],"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Synthetic upper
Rubber outsole
PUMA Formstrip at the lateral side
PUMA Wordmark & cat logo at the tongue
Low boot
Lace closure",,NA
NA,"['6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future.
Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Textile base
3D printed Formstrip
Leather toe and heel overlay
Synthetic quarter panel and eyestay
Suede vamp and eyestay underlays
RS midsole
Rubber outsole",NA
NA,"['3', '6']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future.
Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Textile base
3D printed Formstrip
Leather toe and heel overlay
Synthetic quarter panel and eyestay
Suede vamp and eyestay underlays
RS midsole
Rubber outsole",NA
NA,"['4', '6', '8']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future.
Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Textile base
3D printed Formstrip
Leather toe and heel overlay
Synthetic quarter panel and eyestay
Suede vamp and eyestay underlays
RS midsole
Rubber outsole",NA
NA,"['5', '6', '8']","Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Edgy upper design featuring multiple layers and details
Rubber midsole
Platform tooling profile with rugged rubber outsole
PUMA Formstrip on medial and lateral sides
PUMA Wordmark label on tongue
Gold foil finish logos",NA
NA,['7'],"Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Edgy upper design featuring multiple layers and details
Rubber midsole
Platform tooling profile with rugged rubber outsole
PUMA Formstrip on medial and lateral sides
PUMA Wordmark label on tongue
Gold foil finish logos",NA
