sno,Count_of_sizes,Name_of_colors,Product_code
1453,6.0,Ash Gray-Lime Smash-PUMA Black,395828_02
1454,6.0,PUMA White-PUMA Navy,395828_03
1455,6.0,Evening Sky-Persian Blue-PUMA White,310425_03
1456,6.0,Inky Blue-Persian Blue-Hot Heat,310581_02
1457,9.0,PUMA Black-PUMA Black,310420_03
1458,6.0,Cool Mid Gray-Cool Dark Gray-Spring Fern,310423_02
1459,5.0,PUMA Black-Cool Dark Gray-PUMA White,310422_01
1460,6.0,PUMA Black-PUMA White-Lemon Meringue,310581_01
1461,6.0,Persian Blue-PUMA White,310420_02
1462,5.0,Evening Sky-Spring Fern-Flat Dark Gray,310422_02
1463,7.0,PUMA Black-PUMA White,107723_02
1464,7.0,Strong Gray-Cool Dark Gray-Electric Lime,107842_01
1465,7.0,Neon Citrus-PUMA Silver-Dewdrop,377748_07
1466,7.0,PUMA Black-Mineral Gray-Lime Pow,379574_02
1467,7.0,Lime Pow-PUMA Black-PUMA Silver,380080_01
1468,7.0,PUMA Black-PUMA Silver-Sun Stream,309701_01
1469,6.0,Ash Gray-Persian Blue-PUMA White,310583_02
1470,5.0,PUMA Navy-Harbor Mist-Tangerine,310772_02
1471,5.0,PUMA Black-Asphalt-For All Time Red,310772_01
1472,4.0,Ultra Blue-Regal Blue-Yellow Blaze,395840_03
1473,5.0,Yellow Burst-PUMA Black,310583_01
1474,5.0,PUMA Black-PUMA Silver,396711_01
1475,5.0,PUMA Black-PUMA White-Dark Coal,310591_01
1476,1.0,Icy Blue-Spring Fern,393066_02
1477,6.0,PUMA White,393070_04
1478,6.0,Warm White,393070_03
1479,6.0,PUMA Black-Alpine Snow,393119_01
1480,6.0,Future Pink-Alpine Snow,393119_03
1481,6.0,PUMA Black-PUMA White,394755_01
1482,6.0,PUMA White,394755_02
1483,6.0,Electric Blush-PUMA White-Minty Burst,395645_02
1484,6.0,Warm White-Electric Blush-Racing Blue,395645_01
1485,1.0,PUMA White-Galaxy Pink,392495_01
1486,6.0,PUMA White-PUMA Black,392495_02
1487,6.0,PUMA White-Grape Mist,392495_08
1488,4.0,Warm White-Alpine Snow,378784_02
1489,6.0,Future Pink-PUMA White,378784_03
1490,5.0,PUMA Black-Warm White-PUMA Gold,378784_01
1491,7.0,Puma Black-Blue Glimmer-Nrgy Rose,192663_05
1492,5.0,Puma Black-Yellow Alert,192663_07
1493,3.0,Puma White-Pink Alert-Yellow Alert,192663_02
1494,6.0,PUMA White-Peony-Matte Silver,395111_02
1495,5.0,PUMA White-Spring Lavender-Matte Silver,395111_01
1496,6.0,Nitro Blue-Puma White-Chalk Pink,375072_38
1497,6.0,Puma White-Chalk Pink,375072_47
1498,2.0,Rose Dust,389932_02
1499,4.0,PUMA White-Blissful Blue-PUMA Gold,387610_08
1500,2.0,Puma White-Puma White-Puma Silver,385851_02
1501,1.0,PUMA White-Hot Heat,394757_01
1502,3.0,PUMA White-Peach Smoothie,394757_02
1503,6.0,PUMA White-Crushed Berry,381141_19
1504,6.0,Silver Mist-Peach Fizz,381141_20
1505,6.0,PUMA White-Vivid Violet-PUMA Black,392497_01
1506,6.0,PUMA White-Koral Ice,392497_03
1507,6.0,PUMA White-Silver Mist,392497_08
1508,6.0,PUMA White-Passionfruit,392497_09
1509,4.0,PUMA White-Icy Blue,387468_06
1510,6.0,PUMA White-Alpine Snow,387468_08
1511,6.0,PUMA White-Ultraviolet,387468_11
1512,6.0,PUMA White-Rosebay,387468_13
1513,6.0,Frosty Pink-Cool Mid Gray-PUMA White,394653_01
1514,6.0,PUMA Black-PUMA White-Spring Fern,394653_02
1515,1.0,PUMA Black-Matte Silver,394652_01
1516,1.0,Warm White-Matte Silver,394652_02
1517,3.0,PUMA White-Alpine Snow,393772_01
1518,2.0,Frosty Pink-Warm White,393772_02
1519,3.0,Frosty Pink-Ravish-Pearl Pink,393772_05
1520,3.0,Puma White-Puma White,387212_01
1521,1.0,Puma White-Puma Black,387212_02
1522,4.0,PUMA Black-PUMA Gold-PUMA White,392518_02
1523,6.0,PUMA White-Sedate Gray,383683_06
1524,2.0,PUMA White-Granola,393094_02
1525,6.0,Alpine Snow-Galaxy Pink,383683_05
1526,5.0,Rose Dust,395642_02
1527,5.0,PUMA White-Metallic Gold,395642_01
1528,3.0,PUMA White-PUMA Gold,395829_01
1529,3.0,PUMA White,395829_02
1530,5.0,PUMA White-Icy Blue-Electric Blush,392320_05
1531,6.0,PUMA Black,393207_02
1532,6.0,PUMA White-Frosty Pink-Poppy Pink,392320_04
1533,6.0,PUMA White,393207_01
1534,6.0,Future Pink-Warm White,392061_03
1535,5.0,Warm White-PUMA White,392061_05
1536,3.0,PUMA White-PUMA White-PUMA Gold,389390_01
1537,3.0,PUMA Black-PUMA Black-Rose Gold-PUMA White,389390_02
1538,,"PUMA White-Frosty Pink-Alpine Snow
: Sold Out",389390_10
1539,2.0,Vapor Gray-Glacial Gray,390646_04
1540,2.0,PUMA White-Alpine Snow,390646_03
1541,1.0,PUMA White-PUMA White,394669_02
1542,2.0,PUMA Black-PUMA Black,394669_01
1543,1.0,PUMA White-Vivid Violet-Vapor Gray,392338_02
1544,1.0,Warm White-Frosty Pink,392338_03
1545,3.0,PUMA White-Green Fog,393934_02
1546,4.0,PUMA White-Alpine Snow,392733_11
1547,5.0,Puma White,384209_01
1548,6.0,Puma Black,384209_02
1549,6.0,PUMA White-Yellow Burst,393934_01
1550,6.0,Warm White-Spring Fern,393032_02
1551,6.0,Frosty Pink-Flaxen,393032_01
1552,6.0,Puma Black-Puma White-Puma Silver,370325_01
1553,6.0,Puma White-Puma White-Puma Silver,370325_02
1554,6.0,Puma White-Puma White-Puma Team Gold-Puma Black,385849_04
1555,6.0,Puma Black-Puma Black-Puma Silver,385849_05
1556,5.0,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,385849_17
1557,6.0,Puma White-Puma White-Puma Silver,385849_02
1558,2.0,Warm White-Feather Gray,393141_02
1559,1.0,Frosted Ivory-PUMA White-PUMA Gold,393582_01
1560,6.0,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,393582_02
1561,6.0,Warm White-Frosty Pink,393124_01
1562,6.0,PUMA White-Spring Fern,393124_02
1563,1.0,PUMA Black-PUMA Black-Copper Rose,394277_01
1564,6.0,Foxglove-PUMA White-Copper Rose,394277_02
1565,5.0,PUMA White-Spring Fern,393077_02
1566,6.0,PUMA Black-PUMA Gold-PUMA White,393214_01
1567,6.0,PUMA White-Matte Silver-PUMA Silver,393214_02
1568,6.0,PUMA White-Frosty Pink,393077_01
1569,2.0,Puma White-Fizzy Lime,383113_01
1570,7.0,Puma White,383113_03
1571,6.0,Puma White-Electric Blush,383113_08
1572,6.0,Puma White-Neon Sun,383113_10
1573,5.0,Minty Burst-Rose Dust,389894_01
1574,4.0,Granola-Day Dream,389894_02
1575,4.0,Ash Gray-Frosted Ivory,393049_02
1576,6.0,PUMA White-Feather Gray,393141_01
1577,6.0,PUMA White-Archive Green,393094_01
1578,5.0,Puma White-Pale Lemon-PRISM PINK-Lavendar Pop,387611_01
1579,6.0,Pristine-Light Sand-Island Pink,387611_03
1580,1.0,PUMA White-Clementine-Elektro Purple-Lily Pad-Ravish,387611_05
1581,4.0,PUMA Black-Orange Peach-Ravish-Elektro Purple,387611_07
1582,1.0,PUMA White-PUMA Silver-Spring Lavender,383026_17
1583,6.0,Sedate Gray,393069_02
1584,5.0,PUMA Black,389932_01
1585,1.0,Warm White-Frosted Ivory,389835_01
1586,1.0,Rose Dust-Pristine,389835_02
1587,1.0,Puma Black-Puma Black-Dark Shadow,385851_01
1588,4.0,PUMA White,393051_01
1589,5.0,PUMA Black,393051_02
1590,5.0,PUMA White-Warm White,393049_01
1591,5.0,PUMA White-PUMA Gold,392518_01
1592,5.0,PUMA White-Sedate Gray,392733_10
1593,2.0,PUMA White,393069_01
1594,5.0,PUMA White-Frosty Pink,393767_01
1595,6.0,PUMA White-Spring Fern,393767_02
1596,6.0,Whisper White-Frosty Pink,393112_01
1597,6.0,PUMA White-Icy Blue,393112_02
1598,5.0,PUMA White-Poppy Pink-PUMA Gold,387610_07
1599,5.0,Feather Gray,390644_02
1600,5.0,Granola,390644_01
1601,1.0,Puma White,388941_02
1602,3.0,Puma Black,388941_01
1603,1.0,PUMA Black-Adriatic,385969_05
1604,1.0,PUMA White-Warm White,385969_04
1605,4.0,Puma Black,384412_02
1606,5.0,Puma White,384412_01
1607,5.0,Puma White-Peyote,381983_02
1608,6.0,PUMA White-Rose Quartz,381983_43
1609,6.0,Puma White-Puma Black,381983_01
1610,1.0,Puma White-Puma White,369143_02
1611,4.0,Puma Black-Puma Black,369143_01
1612,5.0,Foxglove-Peachskin,370548_10
1613,,"PUMA Black-PUMA Silver
: Sold Out",395002_01
1614,1.0,Pristine-Heartfelt-PUMA White,395002_04
1615,5.0,Future Pink-Frosted Ivory-PUMA White,395002_05
1616,4.0,PUMA Navy-Future Pink-PUMA White,395002_06
1617,6.0,Eggshell Blue-PUMA White,392815_02
1618,5.0,Pale Grape-PUMA White,392815_01
1619,1.0,PUMA Black-Peach Smoothie-PUMA White,394923_01
1620,5.0,Vivid Violet-Purple Pop-PUMA White,394923_02
1621,2.0,PUMA Black-Future Pink-Frosty Pink-PUMA White,378788_01
1622,4.0,Future Pink-PUMA White-PUMA Black,378788_02
1623,4.0,Eggshell Blue-Puma White,386914_01
1624,4.0,Foxglove-Puma White,386914_02
1625,6.0,Future Pink-PUMA White-Frosty Pink,379071_02
1626,1.0,Rose Dust-Wood Violet-PUMA White,376542_12
1627,6.0,Wood Violet-Ravish-PUMA White,376542_13
1628,3.0,PUMA Navy-Rose Dust-PUMA White,376542_14
1629,6.0,Warm White-PUMA Copper-PUMA White,376542_16
1630,3.0,PUMA Black-Koral Ice-PUMA White,376542_17
1631,3.0,Carnation Pink-Puma White-PUMA Silver,377038_02
1632,3.0,PUMA Black-Loveable-PUMA White,377038_04
1633,6.0,PUMA Black-Icy Blue-PUMA White-PUMA Silver,378787_02
1634,4.0,Future Pink-Rose Gold-Frosty Pink,378787_03
1635,2.0,PUMA Black-PUMA Gold-Puma White,378789_01
1636,4.0,Warm White-Rose Gold,378789_02
1637,4.0,PUMA Black-PUMA Gold,378782_01
1638,3.0,Warm White-Alpine Snow-PUMA Gold,378782_02
1639,4.0,Puma Black-Puma White-Puma Team Gold,377038_01
1640,1.0,Blue Wash-Metallic Silver,195161_10
1641,1.0,Rose Dust-Rose Gold,195161_16
1642,6.0,PUMA Black-Future Pink-PUMA White,379071_01
1643,1.0,PUMA Black-PUMA Gold-PUMA White,389294_01
1644,4.0,PUMA White-Matte Silver-PUMA Silver,389294_02
1645,1.0,Puma Black-Puma Black,364886_02
1646,2.0,Quarry-Puma Silver,364886_01
1647,6.0,PUMA White-PUMA Black-Fire Orchid,107507_01
1648,5.0,Ultra Blue-PUMA White-Pro Green,107507_03
1649,5.0,Yellow Blaze-PUMA White-PUMA Black,107507_04
1650,6.0,Silver Sky-PUMA Black-Fire Orchid,107565_01
1651,5.0,Persian Blue-Pro Green-Ultra Blue,107565_02
1652,5.0,Alpine Snow-Asphalt-Yellow Blaze,107565_03
1653,6.0,PUMA White-PUMA Black-Fire Orchid,107356_01
1654,5.0,Persian Blue-PUMA White-Pro Green,107356_03
1655,5.0,Sedate Gray-Asphalt-Yellow Blaze,107356_04
1656,2.0,PUMA White-PUMA Black-Fire Orchid,107523_01
1657,4.0,Ultra Blue-PUMA White-Pro Green,107523_03
1658,6.0,Ash Gray-PUMA White-Yellow Burst-Vivid Violet,377540_05
1659,1.0,Eggshell Blue-Puma White,385106_02
1660,2.0,Glacial Blue-Peony-Quarry-Puma White,385106_03
1661,5.0,PUMA Black-Koral Ice-Speed Green-PUMA Silver,378482_01
1662,6.0,Koral Ice-Speed Green,378482_02
1663,2.0,Sunset Glow-Puma Black-Metallic Silver,376171_07
1664,6.0,PUMA Black-Ravish-Fresh Pear,376171_13
1665,6.0,Elektro Purple-Fizzy Lime-PUMA Silver,376171_14
1666,6.0,Warm White-PUMA Black-PUMA Gold-Matte Puma Gold,378852_02
1667,6.0,PUMA Black-PUMA White,378688_01
1668,5.0,PUMA White-Speed Green,378688_02
1669,6.0,PUMA Black-PUMA Gold-Matte Gold,378852_01
1670,6.0,PUMA Black-Metallic Gold,378792_01
1671,6.0,Alpine Snow-PUMA Black,378792_02
1672,4.0,Warm White-Puma Aged Silver-Dark Coal-PUMA Black,378786_02
1673,6.0,PUMA Black-Puma Team Gold,379070_01
1674,6.0,Frosty Pink-Rose Gold,379070_02
1675,4.0,PUMA Black-PUMA Gold,378786_01
1676,5.0,Future Pink-Fire Orchid-PUMA White,378846_03
1677,4.0,PUMA Black-Koral Ice-PUMA White,378846_04
1678,1.0,Warm White-Rose Gold-Platinum Gray,377311_09
1679,6.0,PUMA Black-PUMA Gold-Warm White,378804_01
1680,6.0,Warm White-Toasted Almond-PUMA Gold,378804_02
1681,2.0,PUMA White-PUMA Gold-PUMA Black,378848_02
1682,3.0,Future Pink-Frosty Pink,377045_11
1683,2.0,Icy Blue-Regal Blue,377045_12
1684,4.0,Dark Clove-PUMA White,378712_02
1685,6.0,PUMA Black-Koral Ice,377045_10
1686,3.0,PUMA Black-PUMA White,378712_01
1687,6.0,PUMA Black-PUMA Gold,378848_01
1688,1.0,PUMA Black-Warm White-PUMA Silver,377311_03
1689,1.0,Galaxy Pink-PUMA White,377672_10
1690,4.0,PUMA Black-PUMA White-PUMA Silver,378814_01
1691,4.0,PUMA White-PUMA Black,378814_02
1692,6.0,PUMA Black-Asphalt-PUMA White,379994_01
1693,6.0,Foxglove-PUMA White,379994_02
1694,2.0,Quarry-Peony,387392_02
1695,5.0,Dusty Orchid-PUMA White,387392_03
1696,6.0,Puma White-Rose Gold,193257_03
1697,2.0,Lotus-Dark Shadow,381168_04
1698,4.0,Dark Shadow-Peach Parfait,381168_05
1699,4.0,Placid Blue-Dark Denim,381168_06
1700,6.0,Puma Black-Peach Parfait-Puma White,387392_01
1701,6.0,Puma Black-Gold,193257_01
1702,3.0,Platinum Gray-Light Lime,376194_04
1703,1.0,Carnation Pink-Marshmallow,376194_05
1704,6.0,PUMA Black-PUMA White-Dark Coal,378823_01
1705,6.0,Future Pink-Frosty Pink-PUMA Black,378823_02
1706,5.0,Frosty Pink-PUMA Silver,378710_03
1707,2.0,Warm White-Green Fog,378773_02
1708,3.0,Sunset Glow-Puma Black,376906_03
1709,6.0,PUMA Black-Ravish,376906_07
1710,6.0,Ravish-PUMA Black-Fresh Pear,376906_09
1711,6.0,Icy Blue-Fire Orchid-PUMA White,377904_07
1712,2.0,Puma White-Puma Black-Deep Orchid-Neon Citrus,376169_02
1713,1.0,Puma White-Dusty Aqua,376169_05
1714,2.0,Rose Dust-Warm White-Hibiscus Flower,376169_06
1715,1.0,Purple Charcoal-PUMA Black-Spring Lavender,376169_09
1716,6.0,PUMA White-Fire Orchid-PUMA Black,376169_10
1717,4.0,PUMA Black-Icy Blue-Speed Green,376169_12
1718,2.0,Sunset Glow-Puma Black,376855_04
1719,2.0,Fizzy Apple-Metallic Silver,376855_06
1720,6.0,Royal Sapphire-Elektro Purple,376855_10
1721,6.0,Spring Lavender-PUMA Black,376855_11
1722,6.0,PUMA Black-Fire Orchid,376855_17
1723,6.0,Koral Ice-Speed Green,376855_20
1724,6.0,Fire Orchid-PUMA Black-Icy Blue,376855_22
1725,5.0,Elektro Purple-Fizzy Lime,377758_02
1726,6.0,PUMA Black-Koral Ice-PUMA Silver,377758_08
1727,6.0,Fire Orchid-PUMA Black-PUMA Silver,377758_09
1728,6.0,PUMA Black-PUMA Silver,377316_01
1729,5.0,Ravish-Fresh Pear-PUMA Silver,377316_04
1730,6.0,Icy Blue-PUMA Silver-Regal Blue,377316_07
1731,6.0,Frosty Pink-Koral Ice-Speed Green,377316_08
1732,1.0,Puma White-Puma Black-Puma Team Gold,376969_04
1733,4.0,Orchid Shadow-PUMA Black-PUMA Silver,376969_09
1734,6.0,Puma White-Turquoise Surf,376969_12
1735,6.0,PUMA Black-Garnet Rose-Fast Pink,376969_14
1736,3.0,Warm White-Alpine Snow-Dark Clove,378854_02
1737,6.0,PUMA Black-PUMA White,377758_01
1738,6.0,Icy Blue-PUMA Silver,378710_02
1739,6.0,PUMA Black-Peach Smoothie-Speed Green,378456_03
1740,6.0,Peach Smoothie-Frosty Pink-PUMA Black,378456_07
1741,6.0,PUMA Black-PUMA White,379085_02
1742,6.0,Koral Ice-Warm White,379085_03
1743,2.0,Sunset Glow-Puma Black,376262_07
1744,4.0,Puma Black-Rose Gold,376262_09
1745,6.0,PUMA Black-Fire Orchid,376262_19
1746,6.0,Frosty Pink-Speed Green,376262_20
1747,6.0,Fire Orchid-Ultra Blue,376262_21
1748,5.0,Eucalyptus-Alpine Snow-PUMA Black,377746_04
1749,5.0,PUMA Black-Cool Dark Gray,377861_01
1750,5.0,Dark Jasper-PUMA Black-Fire Orchid,377861_03
1751,3.0,Warm White-PUMA Gold,377892_02
1752,6.0,Warm White-Ash Gray-Icy Blue,377892_09
1753,6.0,Dark Clove-PUMA Black-Rose Gold,377892_10
1754,2.0,Rose Dust-Rose Gold-PUMA White,377903_02
1755,3.0,Marble-Feather Gray,377903_04
1756,3.0,PUMA Black-PUMA Gold-Warm White,377903_01
1757,6.0,Puma Black-Puma White-Metallic Silver,376969_01
1758,2.0,Wood Violet-PUMA Black-Ravish,376211_09
1759,4.0,PUMA Black-Pinktastic,376211_13
1760,6.0,PUMA Black-PUMA Gold,195235_20
1761,3.0,Future Pink-Frosty Pink,195235_21
1762,6.0,Puma Black-Metallic Silver,376194_01
1763,1.0,PUMA Black-PUMA Black-PUMA White,377944_01
1764,3.0,Loveable-Rose Gold,377944_03
1765,1.0,PUMA Black-Purple Pop-PUMA Silver-PUMA White,377891_09
1766,2.0,PUMA Black-Bold Blue-Speed Green,377891_11
1767,3.0,Elektro Purple-PUMA Black-Fizzy Lime,376592_03
1768,4.0,Fire Orchid-Ultra Blue-PUMA White,376592_05
1769,5.0,PUMA Black-Cool Dark Gray,378854_01
1770,3.0,PUMA Black-Elektro Purple,377891_02
1771,1.0,Puma Black-Puma Team Gold,377040_01
1772,2.0,Aubergine-Puma Team Gold,377040_02
1773,6.0,Cool Dark Gray-Vivid Violet,378773_01
1774,1.0,PUMA Black-PUMA White-Glowing Pink,377874_04
1775,1.0,Rose Dust-PUMA White,377874_05
1776,1.0,PUMA Black-Ravish-Fresh Pear,377978_04
1777,1.0,Spring Lavender-PUMA Silver,377978_03
1778,3.0,Puma Black-Deep Orchid,376211_03
1779,,"Icy Blue-PUMA Black-PUMA White
: Sold Out",377672_09
1780,2.0,Future Pink-PUMA Black,377580_08
1781,1.0,PUMA Black-Rose Gold,377580_07
1782,6.0,Cool Dark Gray-Koral Ice,377746_03
1783,6.0,PUMA Black-PUMA White-PUMA Silver,377540_01
1784,6.0,PUMA Black-PUMA Gold,377904_01
1785,2.0,Platinum Gray-Puma White-Carnation Pink,377151_02
1786,1.0,PUMA Black-PUMA Silver,377151_06
1787,5.0,Gray Tile-Pearl Pink-PUMA White,377151_07
1788,5.0,Puma Black-Puma White,376809_01
1789,3.0,Rose Dust-PUMA White,376809_07
1790,6.0,Alpine Snow-Rose Gold-Future Pink-PUMA White,376809_10
1791,3.0,PUMA Black-Hibiscus Flower,378548_01
1792,3.0,Platinum Gray-Copper Rose,378548_02
1793,6.0,PUMA Black-PUMA White,377945_01
1794,5.0,PUMA White,377945_02
1795,3.0,PUMA Black-Ravish-PUMA Silver,378527_03
1796,5.0,Spring Lavender-PUMA Black-Fizzy Lime,378527_01
1797,1.0,PUMA Black-Vivid Violet-PUMA White,377172_21
1798,2.0,Pearl Pink-PUMA Black-PUMA White,377172_18
1799,2.0,Puma Black-Fuchsia Purple,192268_04
1800,1.0,Puma White-Foxglove,193739_03
1801,5.0,Puma Black-Luminous Peach,193739_05
1802,1.0,Puma Black-Lotus,370791_11
1803,2.0,Eggshell Blue-Puma White-Silver,370791_12
1804,2.0,Puma Black-Puma Team Gold,194682_06
1805,4.0,Blue Wash-Evening Sky,194682_11
1806,2.0,Puma Black-Ignite Pink-Puma White,194355_01
1807,4.0,Puma Black-Rose Gold,194355_14
1808,2.0,Rose Quartz-Puma White,194355_21
1809,4.0,Rose Dust-Warm White,194355_24
1810,1.0,Puma Black-Puma White,193256_01
1811,3.0,Lotus-Puma Black,193256_16
1812,5.0,Puma Black-Puma White,192268_02
1813,4.0,Hero Blue-Marble-Light Mint,387980_05
1814,1.0,PUMA Black-Peach Smoothie-Clyde Royal,394644_01
1815,2.0,Warm White-Team Aqua-PUMA White,394644_02
1816,6.0,PUMA Black-PUMA Black,390963_01
1817,5.0,Cloud Pink-Rose Gold,390963_02
1818,6.0,PUMA Black-PUMA White-KNOCKOUT PINK,390963_03
1819,3.0,PUMA Black-PUMA Silver-Pale Pink,390963_05
1820,4.0,PUMA Black-PUMA Silver-Fair Aqua,390963_06
1821,6.0,Vivid Violet-Puma Silver,390963_12
1822,3.0,PUMA Black-Metallic Gold,389557_01
1823,5.0,Pristine-Metallic Gold,389557_02
1824,5.0,Peach Smoothie-Metallic Gold,389557_04
1825,2.0,Vivid Violet,395644_01
1826,3.0,Minty Burst,395644_02
1827,1.0,Platinum Gray-Blue Wash-Evening Sky,388781_01
1828,3.0,Pale Grape-Purple Charcoal-PUMA White,388781_02
1829,1.0,PUMA Black-Rose Gold,389108_02
1830,1.0,Cloud Pink-Rose Gold,389108_05
1831,,"KNOCKOUT PINK-PUMA White
: Sold Out",389108_06
1832,1.0,Vivid Violet-PUMA White,389108_18
1833,1.0,Pristine-Rose Gold,389108_19
1834,3.0,Rose Dust-Hibiscus Flower-Orange Peach,387980_04
1835,1.0,Almond Blossom-PUMA White,391267_02
1836,1.0,PUMA Black-Sunset Pink,391267_01
1837,3.0,Future Pink-Frosty Pink-PUMA White,394633_01
1838,5.0,Inky Blue-Ash Gray-PUMA White,394633_02
1839,5.0,Orange Peach-Hibiscus Flower,396066_01
1840,5.0,Day Dream-Dusky Blue,396066_02
1841,6.0,Pearl Pink-Platinum Gray,396066_03
1842,4.0,Spring Lavender-Purple Charcoal,396066_04
1843,6.0,Blissful Blue-Future Pink-Galaxy Pink,394634_01
1844,6.0,Vivid Violet-Warm White-Spring Lavender,394634_02
1845,4.0,High Risk Red-Puma White,385788_01
1846,5.0,Puma Black-Puma White,385788_02
1847,3.0,Intense Red-QUIET SHADE,387542_03
1848,2.0,Mist Green-Peacoat,387542_04
1849,3.0,Lotus-PUMA Black,387542_05
1850,5.0,Parisian Night-Nitro Blue,387542_06
1851,2.0,Evening Sky-Pale Grape,388731_01
1852,3.0,Platinum Gray-Sunset Pink,388731_03
1853,3.0,Peacoat-Ivory Glow,387542_01
1854,5.0,Hibiscus Flower-Rose Dust-PUMA White,390943_05
1855,5.0,Minty Burst-PUMA White,390943_06
1856,6.0,Pebble Gray-Dark Chocolate-Fizzy Apple,383802_04
1857,4.0,Platinum Gray-Deep Dive-Filtered Ash,388846_05
1858,3.0,Heartfelt-Gray Tile-Purple Charcoal,388846_06
1859,2.0,PUMA Black-Festival Fuchsia,390943_03
1860,6.0,Harbor Mist-Festival Fuchsia-Peacoat,388051_01
1861,1.0,Porcelain-PUMA White-Arctic Ice-Firelight,388051_02
1862,3.0,Parisian Night-Fresh Yellow-Nitro Blue,388051_03
1863,5.0,Gray Tile-Pearl Pink-Pristine,388051_04
1864,6.0,Parisian Night-Ultra Orange-Pearl Pink,388051_05
1865,4.0,Platinum Gray-Tangerine-Pale Lemon,388789_01
1866,6.0,Nimbus Cloud-Light Aqua-Evening Sky,388789_02
1867,6.0,Pistachio-Dusty Aqua-PUMA White,388789_03
1868,5.0,Platinum Gray-Pistachio-Sunset Pink-Spectra Green,388815_01
1869,5.0,Parisian Night-Pale Grape-Sunset Pink,388815_02
1870,5.0,Island Pink-Sunset Pink-Spectra Green,388815_03
1871,5.0,Day Dream-Loveable-PUMA White,388815_04
1872,5.0,Wood Violet-Purple Charcoal-PUMA White,388815_05
1873,5.0,Light Straw-Clementine-PUMA White,388815_06
1874,5.0,Pristine-Granola-Dusty Tan,388846_04
1875,5.0,PUMA Black-Electric Peppermint-Orange Peach,396065_01
1876,6.0,Parisian Night-Rose Dust-Green Lagoon,396065_02
1877,5.0,Evening Sky-Dusty Aqua-PUMA Silver,391269_01
1878,5.0,Dusty Plum-Rose Quartz-PUMA Silver,391269_02
1879,6.0,Pale Grape-Dusty Orchid-PUMA Silver,391269_03
1880,1.0,Virtual Pink-Puma Black-Puma White,383802_01
1881,1.0,Puma White-Puma Black-Fizzy Yellow,193685_02
1882,2.0,Puma Black-Nrgy Blue-Fizzy Yellow,193685_04
1883,6.0,Puma Black-High Risk Red-Blazing Yellow,192259_06
1884,1.0,CASTLEROCK-Puma White-High Risk Red,192638_01
1885,6.0,Puma Black-Puma White,192638_02
1886,6.0,Puma Black-Puma White,190556_06
1887,8.0,Quarry-Soft Fluo Peach,190556_09
1888,4.0,Peacoat-Puma White,190556_12
1889,6.0,Puma Black-Quarry,190556_17
1890,1.0,Puma Black-Milky Blue,190556_27
1891,8.0,Puma Black-Ignite Pink,190556_34
1892,7.0,Puma Black-Ultra Gray-Dark Shadow,190556_38
1893,5.0,Heartfelt-Rose Dust-PUMA White-PUMA Silver,190556_65
1894,7.0,Puma Black-Puma White,192259_02
1895,1.0,Puma Black-Puma Black,193733_04
1896,3.0,Lime Squeeze-Nimbus Cloud,194917_15
1897,2.0,Puma White-Scuba Blue-Yellow Alert,194372_02
1898,1.0,Puma Black-Scuba Blue-Yellow Alert,194372_03
1899,1.0,Puma Black-Puma White,192661_03
1900,,"Puma Black-Lava Blast-Yellow Alert
: Sold Out",192661_08
1901,1.0,Puma Black-Elektro Green-Puma White,193753_05
1902,,"Puma Black-High Risk Red
: Sold Out",193384_11
1903,2.0,Puma White-Fizzy Yellow,193753_02
1904,3.0,Evening Sky-Puma Black-Sunset Glow,194681_13
1905,3.0,Puma Black-Puma White,194681_02
1906,4.0,Puma Black-Deep Aqua,194917_13
1907,3.0,Puma Black-CASTLEROCK,193384_02
1908,6.0,Puma Black-High Risk Red,193733_02
1909,1.0,Puma Black-Puma White-Puma Black,373018_03
1910,1.0,Peacoat-Puma White-Peacoat,373018_07
1911,7.0,Puma Black-Puma White,384140_01
1912,2.0,Puma Red-Puma White-Blazing Blue,384140_03
1913,7.0,PUMA Black-For All Time Red-Cool Mid Gray,384140_08
1914,7.0,Puma Black-Puma White-High Risk Red,383062_03
1915,6.0,Royal Sapphire-PUMA White-PUMA Black,383062_05
1916,3.0,PUMA Black-PUMA White-Cayenne Pepper,383062_06
1917,6.0,Puma Black-Puma White,383062_01
1918,,"Puma Black-CASTLEROCK-Puma White
: Sold Out",372280_01
1919,1.0,Puma White-Puma Black,372280_02
1920,4.0,Dark Denim-Palace Blue-Puma White,372280_03
1921,,"Puma Black-Puma Black
: Sold Out",383892_02
1922,4.0,Puma Black-High Risk Red-Puma White,383892_03
1923,4.0,Strong Blue-Puma White-Puma White,307015_02
1924,1.0,Puma Black-Puma White,382112_01
1925,1.0,Puma White-Puma Black,382112_04
1926,1.0,Quarry-Puma Black-Glacier Gray,382112_05
1927,2.0,Puma Black-Puma Royal-Puma White,382112_09
1928,1.0,Ash Gray-PUMA Black-Cool Dark Gray,382112_14
1929,1.0,Persian Blue-Clyde Royal-PUMA White,382112_15
1930,1.0,PUMA Black-Puma Team Gold,396810_01
1931,5.0,Clyde Royal-PUMA Silver,396810_03
1932,1.0,Puma Black-Puma White,382111_01
1933,1.0,Puma Black-Puma White-Puma Black,382111_08
1934,1.0,Dusky Blue-PUMA White,382111_16
